procurement_id,procurement_year,agency_code,agency_name,project_name,procurement_category,estimated_cost,actual_cost,procurement_method,vendor_code,vendor_name,contract_start_date,contract_end_date,procurement_status
109153,2019,AG09,Punjab Health Department,Road Construction Project,Goods,18352464,,Direct,V233,Vendor Company 233,12/11/2019,9/27/2020,Ongoing
109154,2024,AG20,Balochistan Planning Dept,Road Construction Project,Works,12252288,12789213,Direct,V102,Vendor Company 102,8/16/2024,6/8/2025,Completed
109155,2021,AG30,National Database Authority,School Renovation Program,Services,4768009,5361155,Limited,V185,Vendor Company 185,2/27/2021,7/11/2021,Completed
109156,2022,AG29,Election Commission,Power Grid Maintenance,Works,19612298,,Limited,V200,Vendor Company 200,5/3/2022,1/17/2023,Ongoing
109157,2018,AG05,Ministry of Energy,School Renovation Program,Services,4320746,5424586,Direct,V387,Vendor Company 387,10/15/2018,12/20/2018,Completed
109158,2022,AG24,Pakistan Railways,School Renovation Program,Goods,15525598,19923760,Open,V191,Vendor Company 191,7/6/2022,10/18/2022,Completed
109159,2023,AG30,National Database Authority,Power Grid Maintenance,Services,7288623,9406662,Open,V385,Vendor Company 385,8/13/2023,1/14/2024,Completed
109160,2019,AG04,Ministry of Transport,Hospital Equipment Purchase,Works,4476055,,Direct,V237,Vendor Company 237,7/11/2019,11/1/2019,Ongoing
109161,2020,AG28,Federal Board of Revenue,Power Grid Maintenance,Services,19532021,,Open,V221,Vendor Company 221,5/3/2020,2/10/2021,Ongoing
109162,2018,AG10,Punjab Education Department,Hospital Equipment Purchase,Works,12908729,15513138,Open,V007,Vendor Company 7,10/5/2018,3/27/2019,Completed
109163,2021,AG28,Federal Board of Revenue,IT Infrastructure Upgrade,Goods,15995861,18975564,Direct,V029,Vendor Company 29,6/3/2021,11/2/2021,Completed
109164,2019,AG22,National Highway Authority,Public Transport Improvement,Goods,19352074,22950616,Open,V240,Vendor Company 240,3/11/2019,11/4/2019,Completed
109165,2022,AG27,Pakistan Customs,IT Infrastructure Upgrade,Goods,3733901,,Direct,V038,Vendor Company 38,10/4/2022,12/15/2022,Ongoing
109166,2018,AG08,Ministry of Planning,IT Infrastructure Upgrade,Works,4858270,5655284,Direct,V076,Vendor Company 76,12/27/2018,4/13/2019,Completed
109167,2021,AG07,Ministry of Housing,Public Transport Improvement,Works,9553583,9759216,Direct,V046,Vendor Company 46,5/8/2021,10/7/2021,Completed
109168,2021,AG09,Punjab Health Department,Road Construction Project,Works,15314669,,Limited,V191,Vendor Company 191,2/14/2021,9/4/2021,Ongoing
109169,2018,AG29,Election Commission,Hospital Equipment Purchase,Works,5524601,6206852,Open,V322,Vendor Company 322,4/14/2018,8/25/2018,Completed
109170,2018,AG15,KPK Health Department,IT Infrastructure Upgrade,Services,968930,,Open,V060,Vendor Company 60,8/26/2018,12/28/2018,Ongoing
109171,2019,AG12,Sindh Health Department,Public Transport Improvement,Works,3435069,3919804,Limited,V009,Vendor Company 9,5/11/2019,12/11/2019,Completed
109172,2021,AG28,Federal Board of Revenue,Road Construction Project,Goods,6182581,7932281,Open,V124,Vendor Company 124,6/13/2021,8/21/2021,Completed
109173,2024,AG06,Ministry of IT,Hospital Equipment Purchase,Works,10494139,13265872,Direct,V195,Vendor Company 195,6/27/2024,10/2/2024,Completed
109174,2022,AG28,Federal Board of Revenue,Hospital Equipment Purchase,Services,416597,485484,Open,V140,Vendor Company 140,10/4/2022,5/12/2023,Completed
109175,2018,AG15,KPK Health Department,Power Grid Maintenance,Goods,5800643,6016949,Limited,V345,Vendor Company 345,11/26/2018,4/14/2019,Completed
109176,2021,AG16,KPK Education Department,Road Construction Project,Services,9093633,,Direct,V075,Vendor Company 75,10/12/2021,4/30/2022,Ongoing
109177,2023,AG15,KPK Health Department,IT Infrastructure Upgrade,Goods,11181116,11743778,Open,V456,Vendor Company 456,6/19/2023,10/21/2023,Completed
109178,2019,AG21,Capital Development Authority,IT Infrastructure Upgrade,Works,10444358,10954823,Limited,V500,Vendor Company 500,4/28/2019,11/13/2019,Completed
109179,2018,AG02,Ministry of Finance,Power Grid Maintenance,Goods,9781577,,Direct,V312,Vendor Company 312,8/24/2018,3/6/2019,Ongoing
109180,2020,AG15,KPK Health Department,Hospital Equipment Purchase,Goods,12697408,14975723,Limited,V343,Vendor Company 343,9/10/2020,4/17/2021,Completed
109181,2022,AG25,Pakistan Post,IT Infrastructure Upgrade,Goods,18835054,20756213,Open,V408,Vendor Company 408,1/12/2022,10/29/2022,Completed
109182,2021,AG09,Punjab Health Department,IT Infrastructure Upgrade,Services,8019762,9237553,Direct,V233,Vendor Company 233,12/17/2021,5/31/2022,Completed
109183,2019,AG24,Pakistan Railways,Power Grid Maintenance,Works,1700221,,Direct,V144,Vendor Company 144,8/2/2019,1/2/2020,Ongoing
109184,2024,AG22,National Highway Authority,Hospital Equipment Purchase,Goods,3220173,3971958,Direct,V481,Vendor Company 481,8/3/2024,4/6/2025,Completed
109185,2021,AG18,Balochistan Health Department,Hospital Equipment Purchase,Works,8234713,10610809,Limited,V287,Vendor Company 287,6/26/2021,3/24/2022,Completed
109186,2020,AG30,National Database Authority,Power Grid Maintenance,Works,18914770,,Direct,V050,Vendor Company 50,9/7/2020,1/2/2021,Ongoing
109187,2020,AG16,KPK Education Department,IT Infrastructure Upgrade,Goods,786039,995506,Direct,V243,Vendor Company 243,11/28/2020,9/24/2021,Completed
109188,2023,AG05,Ministry of Energy,IT Infrastructure Upgrade,Works,17512286,20346650,Open,V140,Vendor Company 140,11/27/2023,2/16/2024,Completed
109189,2020,AG27,Pakistan Customs,Public Transport Improvement,Works,12330472,13950775,Direct,V147,Vendor Company 147,10/17/2020,8/4/2021,Completed
109190,2019,AG25,Pakistan Post,IT Infrastructure Upgrade,Goods,5368378,5338499,Limited,V441,Vendor Company 441,9/2/2019,12/20/2019,Completed
109191,2020,AG26,Higher Education Commission,Road Construction Project,Goods,10104290,,Direct,V035,Vendor Company 35,12/17/2020,4/17/2021,Ongoing
109192,2018,AG09,Punjab Health Department,Public Transport Improvement,Works,6270995,7116218,Direct,V416,Vendor Company 416,9/12/2018,12/4/2018,Completed
109193,2020,AG12,Sindh Health Department,Public Transport Improvement,Goods,1453701,1564551,Open,V462,Vendor Company 462,12/25/2020,2/24/2021,Completed
109194,2020,AG11,Punjab Works Department,Power Grid Maintenance,Goods,17542170,22155996,Direct,V221,Vendor Company 221,10/21/2020,4/15/2021,Completed
109195,2018,AG24,Pakistan Railways,Road Construction Project,Works,12457240,13128785,Open,V216,Vendor Company 216,5/9/2018,10/11/2018,Completed
109196,2024,AG25,Pakistan Post,Power Grid Maintenance,Goods,11410893,,Open,V140,Vendor Company 140,9/8/2024,5/20/2025,Ongoing
109197,2019,AG12,Sindh Health Department,School Renovation Program,Services,10637060,13336741,Direct,V371,Vendor Company 371,4/23/2019,11/12/2019,Completed
109198,2023,AG21,Capital Development Authority,School Renovation Program,Works,4673699,,Limited,V234,Vendor Company 234,5/15/2023,3/4/2024,Ongoing
109199,2024,AG03,Ministry of Education,Public Transport Improvement,Works,18527206,21021071,Limited,V242,Vendor Company 242,6/8/2024,12/13/2024,Completed
109200,2018,AG11,Punjab Works Department,Power Grid Maintenance,Works,11626986,14884368,Direct,V145,Vendor Company 145,9/28/2018,1/2/2019,Completed
109201,2021,AG26,Higher Education Commission,Power Grid Maintenance,Goods,5635151,7310328,Limited,V323,Vendor Company 323,7/2/2021,9/21/2021,Completed
109202,2020,AG08,Ministry of Planning,Road Construction Project,Works,8564475,,Direct,V249,Vendor Company 249,7/14/2020,4/5/2021,Ongoing
109203,2019,AG20,Balochistan Planning Dept,Power Grid Maintenance,Goods,2296166,2898076,Direct,V365,Vendor Company 365,7/16/2019,12/17/2019,Completed
109204,2024,AG08,Ministry of Planning,Public Transport Improvement,Services,3631232,4026136,Limited,V032,Vendor Company 32,4/18/2024,1/6/2025,Completed
109205,2024,AG27,Pakistan Customs,Power Grid Maintenance,Services,2711977,,Open,V428,Vendor Company 428,10/27/2024,3/16/2025,Ongoing
109206,2018,AG12,Sindh Health Department,Hospital Equipment Purchase,Services,9232281,9194182,Direct,V345,Vendor Company 345,5/19/2018,7/20/2018,Completed
109207,2021,AG11,Punjab Works Department,Power Grid Maintenance,Services,19094662,,Open,V137,Vendor Company 137,1/2/2021,4/29/2021,Ongoing
109208,2023,AG13,Sindh Education Department,IT Infrastructure Upgrade,Services,9285959,10803484,Open,V450,Vendor Company 450,8/25/2023,4/17/2024,Completed
109209,2019,AG18,Balochistan Health Department,Power Grid Maintenance,Services,1783394,1946094,Direct,V165,Vendor Company 165,9/14/2019,1/30/2020,Completed
109210,2021,AG13,Sindh Education Department,Hospital Equipment Purchase,Goods,19146883,22469035,Direct,V431,Vendor Company 431,8/23/2021,12/7/2021,Completed
109211,2021,AG29,Election Commission,IT Infrastructure Upgrade,Works,10592710,,Open,V276,Vendor Company 276,8/4/2021,3/7/2022,Ongoing
109212,2022,AG27,Pakistan Customs,Hospital Equipment Purchase,Goods,19564864,,Open,V318,Vendor Company 318,4/15/2022,10/31/2022,Ongoing
109213,2020,AG27,Pakistan Customs,Power Grid Maintenance,Goods,7474750,8698165,Limited,V296,Vendor Company 296,5/4/2020,2/26/2021,Completed
109214,2023,AG17,KPK Works Department,Public Transport Improvement,Goods,19519600,,Limited,V429,Vendor Company 429,12/28/2023,7/18/2024,Ongoing
109215,2019,AG04,Ministry of Transport,School Renovation Program,Services,17272091,17785051,Open,V490,Vendor Company 490,7/3/2019,2/16/2020,Completed
109216,2022,AG17,KPK Works Department,IT Infrastructure Upgrade,Services,10648613,,Open,V149,Vendor Company 149,8/15/2022,12/2/2022,Ongoing
109217,2024,AG09,Punjab Health Department,School Renovation Program,Services,18289455,19664621,Limited,V290,Vendor Company 290,5/15/2024,12/1/2024,Completed
109218,2020,AG21,Capital Development Authority,Power Grid Maintenance,Services,10372433,11530606,Open,V123,Vendor Company 123,4/14/2020,11/26/2020,Completed
109219,2024,AG08,Ministry of Planning,Hospital Equipment Purchase,Services,5401895,6772258,Limited,V422,Vendor Company 422,7/27/2024,5/14/2025,Completed
109220,2022,AG15,KPK Health Department,IT Infrastructure Upgrade,Goods,7845993,7863749,Open,V323,Vendor Company 323,11/9/2022,5/29/2023,Completed
109221,2023,AG03,Ministry of Education,School Renovation Program,Goods,13798716,17604665,Open,V391,Vendor Company 391,3/20/2023,10/8/2023,Completed
109222,2024,AG02,Ministry of Finance,Power Grid Maintenance,Goods,19552902,20040564,Direct,V156,Vendor Company 156,9/25/2024,7/20/2025,Completed
109223,2020,AG10,Punjab Education Department,Road Construction Project,Goods,17258113,18256781,Open,V381,Vendor Company 381,12/1/2020,5/23/2021,Completed
109224,2020,AG27,Pakistan Customs,Hospital Equipment Purchase,Services,13961593,17816532,Limited,V074,Vendor Company 74,6/13/2020,11/24/2020,Completed
109225,2022,AG06,Ministry of IT,Hospital Equipment Purchase,Works,9737980,9988434,Direct,V333,Vendor Company 333,4/1/2022,12/28/2022,Completed
109226,2024,AG22,National Highway Authority,IT Infrastructure Upgrade,Works,5291999,6444918,Limited,V465,Vendor Company 465,3/17/2024,8/14/2024,Completed
109227,2021,AG30,National Database Authority,Public Transport Improvement,Services,14403697,15195491,Direct,V386,Vendor Company 386,4/28/2021,9/15/2021,Completed
109228,2024,AG25,Pakistan Post,Public Transport Improvement,Goods,3157944,3737849,Open,V191,Vendor Company 191,1/15/2024,8/2/2024,Completed
109229,2023,AG19,Balochistan Education Department,Public Transport Improvement,Services,17238396,17701136,Open,V144,Vendor Company 144,5/9/2023,2/26/2024,Completed
109230,2020,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Goods,2324751,2734155,Direct,V154,Vendor Company 154,12/8/2020,4/27/2021,Completed
109231,2020,AG26,Higher Education Commission,School Renovation Program,Goods,16749444,,Direct,V048,Vendor Company 48,6/20/2020,10/20/2020,Ongoing
109232,2023,AG16,KPK Education Department,Public Transport Improvement,Services,4903437,5955681,Limited,V325,Vendor Company 325,6/3/2023,11/30/2023,Completed
109233,2021,AG17,KPK Works Department,Hospital Equipment Purchase,Works,17401986,,Open,V019,Vendor Company 19,2/7/2021,6/25/2021,Ongoing
109234,2022,AG16,KPK Education Department,School Renovation Program,Services,4028679,5222469,Open,V393,Vendor Company 393,4/18/2022,8/12/2022,Completed
109235,2018,AG03,Ministry of Education,Hospital Equipment Purchase,Works,13154630,16777261,Direct,V434,Vendor Company 434,8/18/2018,10/25/2018,Completed
109236,2023,AG01,Ministry of Health,Hospital Equipment Purchase,Goods,5174733,,Open,V337,Vendor Company 337,5/5/2023,7/14/2023,Ongoing
109237,2023,AG18,Balochistan Health Department,Power Grid Maintenance,Goods,4641373,4986535,Open,V305,Vendor Company 305,2/26/2023,8/31/2023,Completed
109238,2018,AG15,KPK Health Department,School Renovation Program,Goods,8881707,,Limited,V286,Vendor Company 286,3/15/2018,9/13/2018,Ongoing
109239,2023,AG23,WAPDA,School Renovation Program,Services,16951807,21519477,Open,V477,Vendor Company 477,3/9/2023,6/13/2023,Completed
109240,2018,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Goods,10889216,11121967,Open,V071,Vendor Company 71,8/16/2018,2/19/2019,Completed
109241,2018,AG05,Ministry of Energy,Hospital Equipment Purchase,Goods,6042662,,Direct,V367,Vendor Company 367,2/18/2018,9/27/2018,Ongoing
109242,2024,AG01,Ministry of Health,Public Transport Improvement,Services,8061216,8670585,Limited,V304,Vendor Company 304,5/15/2024,7/16/2024,Completed
109243,2021,AG19,Balochistan Education Department,Power Grid Maintenance,Goods,3447663,,Limited,V475,Vendor Company 475,6/4/2021,2/18/2022,Ongoing
109244,2021,AG12,Sindh Health Department,Road Construction Project,Services,9999314,,Limited,V268,Vendor Company 268,8/9/2021,10/19/2021,Ongoing
109245,2021,AG14,Sindh Works Department,Hospital Equipment Purchase,Services,1425145,1700718,Limited,V054,Vendor Company 54,5/1/2021,10/7/2021,Completed
109246,2018,AG08,Ministry of Planning,Hospital Equipment Purchase,Goods,8820899,10688097,Open,V038,Vendor Company 38,1/8/2018,8/8/2018,Completed
109247,2021,AG13,Sindh Education Department,School Renovation Program,Goods,2000319,2534182,Limited,V272,Vendor Company 272,11/21/2021,9/2/2022,Completed
109248,2019,AG28,Federal Board of Revenue,Power Grid Maintenance,Services,4149051,5359532,Open,V204,Vendor Company 204,3/19/2019,6/13/2019,Completed
109249,2020,AG24,Pakistan Railways,School Renovation Program,Works,14502489,18537265,Limited,V445,Vendor Company 445,7/22/2020,4/7/2021,Completed
109250,2023,AG24,Pakistan Railways,Power Grid Maintenance,Goods,18032542,20561436,Limited,V055,Vendor Company 55,4/26/2023,8/12/2023,Completed
109251,2018,AG01,Ministry of Health,Road Construction Project,Goods,10835274,12901285,Open,V081,Vendor Company 81,3/4/2018,11/29/2018,Completed
109252,2020,AG04,Ministry of Transport,Hospital Equipment Purchase,Works,14258575,16916369,Open,V040,Vendor Company 40,6/11/2020,1/7/2021,Completed
109253,2019,AG04,Ministry of Transport,Power Grid Maintenance,Works,11973829,14263378,Open,V188,Vendor Company 188,6/17/2019,3/6/2020,Completed
109254,2020,AG08,Ministry of Planning,IT Infrastructure Upgrade,Goods,12942245,14119038,Limited,V311,Vendor Company 311,12/25/2020,4/1/2021,Completed
109255,2023,AG17,KPK Works Department,Public Transport Improvement,Goods,14918474,15133066,Direct,V444,Vendor Company 444,3/15/2023,6/29/2023,Completed
109256,2019,AG13,Sindh Education Department,IT Infrastructure Upgrade,Works,18679493,23842778,Limited,V032,Vendor Company 32,12/28/2019,7/23/2020,Completed
109257,2021,AG03,Ministry of Education,Road Construction Project,Goods,14672801,15342664,Limited,V417,Vendor Company 417,7/13/2021,3/30/2022,Completed
109258,2024,AG09,Punjab Health Department,Road Construction Project,Works,11896891,,Limited,V285,Vendor Company 285,6/14/2024,3/30/2025,Ongoing
109259,2024,AG11,Punjab Works Department,Public Transport Improvement,Services,11936994,,Limited,V185,Vendor Company 185,1/22/2024,10/9/2024,Ongoing
109260,2024,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Services,11556253,,Open,V375,Vendor Company 375,12/6/2024,8/4/2025,Ongoing
109261,2022,AG24,Pakistan Railways,IT Infrastructure Upgrade,Goods,2996456,3855806,Open,V138,Vendor Company 138,2/11/2022,10/26/2022,Completed
109262,2020,AG22,National Highway Authority,Public Transport Improvement,Goods,13447136,14498832,Limited,V019,Vendor Company 19,11/17/2020,4/21/2021,Completed
109263,2021,AG28,Federal Board of Revenue,School Renovation Program,Works,10704387,13781251,Open,V439,Vendor Company 439,4/4/2021,1/2/2022,Completed
109264,2020,AG21,Capital Development Authority,Road Construction Project,Services,5466127,,Direct,V456,Vendor Company 456,3/2/2020,9/6/2020,Ongoing
109265,2024,AG28,Federal Board of Revenue,Public Transport Improvement,Works,13165885,13997012,Open,V306,Vendor Company 306,4/5/2024,8/5/2024,Completed
109266,2023,AG03,Ministry of Education,Hospital Equipment Purchase,Works,5724644,7350189,Limited,V020,Vendor Company 20,1/8/2023,5/25/2023,Completed
109267,2018,AG21,Capital Development Authority,Hospital Equipment Purchase,Works,18183582,19811195,Open,V038,Vendor Company 38,1/15/2018,10/30/2018,Completed
